Setting,App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
LOT,dimeshift,DS_content_modelsize100epoch31,Content only,Decision Tree,0.8538011695906432,0.9429924055626788,0.8949733221005336,0.3015612161051767,0.9183555854384784
LOT,dimeshift,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.7168042655658755,0.9465796470872612,0.7331273986707854,0.2340079088160037,0.8262910798122065
LOT,dimeshift,DS_content_modelsize100epoch31,Content only,Random Forest,0.8555211558307534,0.9424078624078625,0.8975943087147805,0.2994161801501251,0.91945536484802
LOT,dimeshift,DS_content_modelsize100epoch31,Content only,Ensemble,0.8570691434468525,0.9468938868522738,0.8945988954413554,0.3298387096774194,0.9200038505968424
LOT,dimeshift,DS_content_modelsize100epoch31,Content only,Neural Network,0.9066047471620228,0.948332243296272,0.9501076476645136,0.4192513368983956,0.9492191153090808
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7089783281733746,0.9179933570037796,0.7502574183281849,0.1192087454450807,0.825692799011023
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Threshold,0.6244410044719643,1.0,0.6244410044719643,0.7688072423103395,0.7688072423103395
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.8731510147918816,0.9494338149160484,0.9104184217916316,0.3666809789609274,0.9295168920533282
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.924578603371173,0.957796451914099,0.9602171674623232,0.5292538915727322,0.959005282101622
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8184554523563812,0.951157894736842,0.8458298230834035,0.3130491376505044,0.8954070257147103
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.77218782249742,0.9991302186878728,0.7526911916128428,0.4145856353591159,0.8585766910469275
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8194874441004472,0.9484848484848484,0.8496676963399794,0.301032301032301,0.8963610329333926
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.859735122119023,0.9582827055488052,0.8858934756154638,0.3952539859102706,0.92066734763364
LOT,dimeshift,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.9108187134502924,0.9792329093799682,0.9224936815501265,0.5866879234754881,0.9500168699089024
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7138802889576883,0.9190975387420236,0.7550313582327062,0.1237819331050829,0.8290251297600082
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.2997076023391813,1.0,0.2997076023391813,0.4611923509561305,0.4611923509561305
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8985208118335053,0.9460245940110767,0.9433679677993072,0.3854166666666666,0.9446944131983503
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.91296869625043,0.949103742918176,0.9565665075353366,0.4396456256921373,0.9528205128205128
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8605091159270726,0.9427342910192514,0.9030234952728634,0.3068376068376068,0.922451711608338
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.7113863089095287,0.9462784748446826,0.7271365721239352,0.230980751604033,0.8223586703366504
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8630890952872377,0.9423844282238444,0.9063933352054666,0.3072236727589208,0.9240385532970704
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8728930168558652,0.947061680427392,0.9126649817467004,0.3511852502194907,0.9295452378682432
LOT,dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.8302373581011352,0.9477634961439588,0.8627726294112141,0.3068820224719101,0.9032732261858096
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Dummy,0.7100220750551877,0.9017877873229626,0.7611209092690574,0.1425587467362924,0.8255047821466526
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Threshold,0.2735540838852097,1.0,0.2735540838852097,0.4295916244886639,0.4295916244886639
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9017218543046358,0.989555292344137,0.9004507152655301,0.6474501108647451,0.9429025804134816
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9150551876379692,0.9930659270322169,0.9121105232216344,0.6866449511400653,0.9508682328907048
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Decision Tree,0.8771743929359823,0.9784000868338216,0.8832059572800314,0.5694831321572268,0.9283691230238426
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.8412362030905077,1.0,0.8238291201254164,0.5545094152626363,0.903406038465671
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Random Forest,0.8781456953642384,0.9775974025974026,0.8850676072898295,0.5692883895131087,0.9290342486886762
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Ensemble,0.896158940397351,0.9924738219895288,0.8915343915343915,0.641025641025641,0.9393000929080212
LOT,mantisbt,DS_content_modelsize100epoch31,Content only,Neural Network,0.9105518763796908,0.9934514224369296,0.906721536351166,0.6762543943751997,0.9481071666410532
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7073730684326711,0.9009774261112404,0.7586713697824808,0.1392207792207792,0.823723404255319
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5645916114790287,1.0,0.5645916114790287,0.7217111575145324,0.7217111575145324
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.8492715231788079,0.9610502332646196,0.8679208308837938,0.4710257204834212,0.912114503423776
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.834878587196468,0.9860074626865672,0.8285322359396433,0.516546018614271,0.9004365882227664
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8185430463576159,0.9549056814376604,0.8382324123064864,0.4103299856527977,0.8927732846334464
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.8167770419426048,1.0,0.7966882226141485,0.5188963598423371,0.8868408136554508
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8214569536423841,0.9524546660769572,0.844013325494807,0.4052941176470588,0.894961038961039
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.8404415011037527,0.97106001121705,0.8482265334117186,0.4879569283083026,0.9054965744469432
LOT,mantisbt,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.818719646799117,0.9621358122661828,0.8315696649029982,0.4333425338117582,0.8921006990066747
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7066666666666667,0.8983796296296296,0.760533019792279,0.1267087276550999,0.8237291732993739
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.2765562913907284,1.0,0.2765562913907284,0.4332849138825482,0.4332849138825482
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8930684326710817,0.9908326967150496,0.8895747599451304,0.6309052118256628,0.9374774123599566
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.8782339955849889,0.9996603645420582,0.8651773466588282,0.6181113265023539,0.9275697253006986
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8702869757174393,0.9795806345372708,0.8742896335488928,0.5595202398800599,0.9239451203727672
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.8446799116997793,1.0,0.8276504017244758,0.5599199399549663,0.9056988152039886
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8716114790286976,0.9794040315512708,0.8759553203997649,0.5615199034981905,0.9247956967001136
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8836203090507726,0.9924645390070922,0.8775230256711738,0.6146198830409357,0.931461258450338
LOT,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.8672847682119206,1.0,0.8527336860670194,0.5982357658380112,0.9205140409328892
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Dummy,0.7065783664459161,0.8997560692298757,0.7589653145208701,0.1335071707953063,0.8233855965984587
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Threshold,0.2861810154525386,1.0,0.2861810154525386,0.4450089248935878,0.4450089248935878
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Nearest Neighbors,0.8878587196467991,0.9780654825593836,0.89564961787184,0.5900581020012912,0.935045008183306
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,SVM RBF,0.8739072847682119,0.9988633780404638,0.8610621203213796,0.6083379045529347,0.9248579246474428
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Decision Tree,0.8581015452538632,0.968814742121906,0.8705663335292965,0.5090131377940728,0.9170666253806058
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Gaussian Naive Bayes,0.8391169977924945,1.0,0.8214775622183029,0.551231527093596,0.9019903173749328
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Random Forest,0.8593377483443708,0.9675388122896535,0.8732118361747991,0.5072687905969687,0.9179584899830046
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Ensemble,0.8789403973509934,0.9849599297398176,0.8790907309425828,0.5889055472263869,0.929018897230132
LOT,mantisbt,DS_all_modelsize100epoch31,Ensemble,Neural Network,0.8643708609271523,0.99953906430053,0.8498922202625906,0.5921402018056293,0.9186613005719128
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.70719646799117,0.9003021148036254,0.7591612776797962,0.1360083376758728,0.8237295343397832
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0067108167770419,1.0,0.0067108167770419,0.0133321638452767,0.0133321638452767
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.7454304635761589,0.9469058952764556,0.7601410934744268,0.3218066337332392,0.8433067014511658
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.9240618101545254,1.0,0.9157358416617676,0.7224015493867011,0.9560147299509002
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.6726710816777042,0.9852172614603554,0.6464824612972762,0.3549678092918044,0.7806898183754363
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.9011920529801324,0.9011920529801324,1.0,0.0,0.948028424132646
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.6770860927152318,0.9853268119164073,0.6513815402704292,0.3580832016850974,0.7842859670854716
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.8173068432671081,0.988122375524895,0.8069762884577699,0.4964711608663909,0.8884094709023246
LOT,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.9304194260485652,0.9666997026759168,0.9557123260826964,0.665250637213254,0.96117461568782
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.7085209713024283,0.9029058233166064,0.7580834803057025,0.1481290322580645,0.8241810918774967
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0,,0.0,,
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.6780573951434878,0.962884561106407,0.6685283166764648,0.3195222097797685,0.7891510525098311
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.9343046357615894,0.978071948261924,0.9483637076229668,0.7080062794348507,0.9629887573375784
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.6199558498896247,0.9579453755431409,0.6048402900254752,0.2826666666666667,0.7415015015015014
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.9011920529801324,0.9011920529801324,1.0,0.0,0.948028424132646
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.6210154525386313,0.9574566831683168,0.6064079952968842,0.2822742474916388,0.7425314937012597
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.7214128035320089,0.963211141768493,0.7183029590436998,0.3471963583695427,0.8229219284952574
LOT,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.9468432671081678,0.9783821478382148,0.9622770919067216,0.7497921862011637,0.9702627939142462
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Dummy,0.7066925925063456,0.7573200671921437,0.9014134329965088,0.1420835745666314,0.8231080900785764
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Threshold,0.5005938103998323,1.0,0.5005938103998323,0.6671942892613283,0.6671942892613283
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.8344549751996833,0.8356435905228802,0.972623387009951,0.5424765092032438,0.8989452436458748
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,SVM RBF,0.8626318608387863,0.8700888697272715,0.962211046001938,0.6614634146341463,0.9138341537517712
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Decision Tree,0.820820622685886,0.8287016186716826,0.962211046001938,0.5076937841901533,0.8904798844235053
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.8793516987634772,0.905268933608174,0.9388794044817668,0.73646998982706,0.92176788572464
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Random Forest,0.8205993992035955,0.828423519442863,0.9623340869591964,0.506533435818601,0.890371972564533
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Ensemble,0.8461448897375591,0.8513013169137292,0.9653947307710052,0.5998182919442762,0.9047653367158672
KIN,mantisbt,DS_content_modelsize100epoch31,Content only,Neural Network,0.8299490021656615,0.8335318090399069,0.9688706378135622,0.5315456907335536,0.8961200611686048
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7078685699648372,0.7575366674836496,0.9031975268767592,0.1416940339354132,0.8239792338992563
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5672402952751322,1.0,0.5672402952751322,0.7238715045615286,0.7238715045615286
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.7763896327690194,0.8309399289202231,0.884602962211046,0.4883442120687358,0.8569321424048512
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.7305847285937173,0.8349006813165724,0.8028883864716467,0.4768128066565673,0.818581677055157
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.7764478494748853,0.8281082164902682,0.889293898706532,0.4800974817221771,0.8576111300633333
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.7979647439629276,0.8805626966005078,0.8481674587428291,0.60676245297557,0.8640615452109741
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.776366346086673,0.8277811167396468,0.8896937818176225,0.4790756963467223,0.8576215150369529
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.7751321519223157,0.8342254592254592,0.8772974053738138,0.4967558694009433,0.8552194609992879
KIN,mantisbt,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.7570383997391892,0.7570383997391892,1.0,0.0,0.8617209502667241
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7057960552360105,0.7567131214238663,0.9010750703640474,0.1384930105693829,0.8226085003018774
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5071606548215076,1.0,0.5071606548215076,0.6730014523655018,0.6730014523655018
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8079314440071723,0.8040554935896632,0.986757716975038,0.3881305637982196,0.8860867883877027
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.7570383997391892,0.7570383997391892,1.0,0.0,0.8617209502667241
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8069301166662786,0.8057466765979473,0.9816207570094896,0.3979376951564883,0.8850308534978855
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.8700835991896234,0.8838714275532749,0.9536904597117766,0.6951199519099405,0.9174545400742746
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8065691730899098,0.8053389851891101,0.9818053184453776,0.3956051951831775,0.8848598260387428
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8076636471601891,0.8052618328298087,0.98386625447946,0.3951964266100392,0.8856492153482995
KIN,mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.7708706890529307,0.7681697738241696,0.9987542103077562,0.1142368456587298,0.8684163016950286
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Dummy,0.7069371026709824,0.7573792515468978,0.90175179562897,0.1421267893660531,0.8232840934621434
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Threshold,0.5156835805602776,1.0,0.5156835805602776,0.6804633726647001,0.6804633726647001
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Nearest Neighbors,0.8014228162913629,0.8055966155257659,0.9723311647364616,0.3968596385755207,0.8811456845186244
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,SVM RBF,0.7570383997391892,0.7570383997391892,1.0,0.0,0.8617209502667241
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Decision Tree,0.7963696062222015,0.8054391692157418,0.963841338685615,0.3958268559781669,0.8775494486259409
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Gaussian Naive Bayes,0.8393102484689007,0.8742692622471647,0.9200541380211938,0.6399332098411126,0.8965775649528264
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Random Forest,0.7959504459399669,0.8047221865776979,0.9645180639505376,0.3919786281788849,0.8774038293377359
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Ensemble,0.797417506927788,0.8043355999795491,0.967840169796521,0.3898727075078023,0.8785452514746431
KIN,mantisbt,DS_all_modelsize100epoch31,Ensemble,Neural Network,0.7572014065156137,0.7571618222470654,1.0,0.0013409319477036,0.8618009026383283
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.7060056353771278,0.757114964376689,0.9005521462956981,0.1416236062007071,0.8226277782460871
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.033649255990499,1.0,0.033649255990499,0.0651076867621879,0.0651076867621879
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.8096197284772838,0.8192181555817919,0.9604730924806596,0.464305605608885,0.8842398884239888
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.7986051277274526,0.8241631344419085,0.9330349590119812,0.4781414994720168,0.875226326761742
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.809503295065552,0.8189517292010803,0.9607653147541488,0.4631337161607876,0.8842084403773612
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.7950771953519782,0.8496924824117639,0.8860486934588351,0.5481618402135963,0.8674898358680921
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.809503295065552,0.8189517292010803,0.9607653147541488,0.4631337161607876,0.8842084403773612
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.8096197284772838,0.8192181555817919,0.9604730924806596,0.464305605608885,0.8842398884239888
KIN,mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.7984886943157209,0.824042379788101,0.9330503391316384,0.477650680590348,0.8751649968623548
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.7072398295414852,0.7574873112835945,0.9020901582614312,0.14248686992701726,0.8234889434889435
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.07098945113289709,1.0,0.07098945113289709,0.1325679745170303,0.1325679745170303
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.8183638776983443,0.815047621476202,0.98317414909488,0.44919144128239524,0.8912513070756362
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.6729734764688075,0.8384406729958579,0.7035943339639182,0.4618420800521163,0.7651215494100233
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.8211932096034278,0.8175644567219152,0.9832049093341946,0.46230874269108224,0.8927666170894695
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.7476538667536036,0.8435577959546002,0.8184530675648657,0.5036982756646592,0.8308158278884961
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.8214260764268915,0.8174812126169418,0.9837585936418586,0.4620295345329545,0.8929451428491656
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.8223924737442656,0.8188796760261947,0.9827588858641321,0.46890885035861013,0.8933659559594548
KIN,mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.8358521761404653,0.8468874749649168,0.9560128577800335,0.5773474037654396,0.8981476129927176
